datetime,temp, undefined
2018070406,17.5,  76.0
2018070407,18.3,  76.0
2018070408,18.6,  74.0
2018070409,19.1,  72.0
2018070410,18.4,  69.0
2018070411,18.9,  64.0
2018070412,19.4,  62.0
2018070413,19.2,  66.0
2018070414,19.8,  67.0
2018070415,19.5,  69.0
2018070416,19.5,  72.0
2018070417,19.6,  75.0
2018070418,19.1,  76.0
2018070419,18.8,  78.0
2018070420,18.3,  83.0
2018070421,18.2,  82.0
2018070422,17.9,  84.0
2018070423,16.5,  86.0
2018070500,15.7,  92.0
2018070501,16.9,  91.0
2018070502,15.3,  91.0
2018070503,17.5,  84.0
2018070504,17.3,  79.0
2018070505,17.2,  79.0
2018070506,17.5,  78.0
2018070507,17.4,  79.0
2018070508,17.8,  77.0
2018070509,18.1,  75.0
2018070510,18.7,  72.0
2018070511,19.0,  75.0
2018070512,18.9,  75.0
2018070513,19.3,  72.0
2018070514,19.5,  73.0
2018070515,18.9,  75.0
2018070516,19.0,  73.0
2018070517,18.9,  75.0
2018070518,18.4,  75.0
2018070519,18.3,  76.0
2018070520,18.2,  73.0
2018070521,18.1,  79.0
2018070522,17.7,  80.0
2018070523,17.7,  79.0
2018070600,17.0,  77.0
2018070601,17.2,  76.0
2018070602,16.9,  81.0
2018070603,16.7,  80.0
2018070604,16.6,  82.0
2018070605,17.0,  83.0
2018070606,17.4,  82.0
2018070607,17.5,  76.0
2018070608,17.9,  77.0
2018070609,18.1,  71.0
2018070610,19.2,  66.0
2018070611,19.4,  62.0
2018070612,20.0,  60.0
2018070613,20.5,  56.0
2018070614,20.5,  59.0
2018070615,20.3,  58.0
2018070616,20.2,  59.0
2018070617,19.7,  61.0
2018070618,18.9,  63.0
2018070619,18.0,  69.0
2018070620,17.3,  72.0
2018070621,16.6,  74.0
2018070622,16.4,  78.0
2018070623,16.1,  76.0
2018070700,15.9,  72.0
2018070701,15.6,  74.0
2018070702,15.4,  78.0
2018070703,15.2,  77.0
2018070704,15.3,  78.0
2018070705,15.5,  78.0
2018070706,15.5,  79.0
2018070707,15.9,  73.0
2018070708,16.7,  73.0
2018070709,17.3,  71.0
2018070710,17.9,  67.0
2018070711,18.9,  65.0
2018070712,19.7,  61.0
2018070713,19.8,  61.0
2018070714,20.1,  64.0
2018070715,20.2,  64.0
2018070716,20.4,  65.0
2018070717,20.0,  65.0
2018070718,19.3,  71.0
2018070719,19.1,  70.0
2018070720,18.9,  73.0
2018070721,18.5,  76.0
2018070722,17.9,  78.0
2018070723,17.5,  82.0
2018070800,17.4,  82.0
2018070801,17.3,  83.0
2018070802,17.2,  87.0
2018070803,17.4,  87.0
2018070804,17.2,  86.0
2018070805,17.0,  88.0
2018070806,17.3,  89.0
2018070807,17.1,  89.0
2018070808,17.5,  87.0
2018070809,17.4,  89.0
2018070810,18.1,  81.0
2018070811,18.6,  77.0
2018070812,19.2,  77.0
2018070813,19.1,  78.0
2018070814,19.6,  77.0
2018070815,20.5,  75.0
2018070816,21.2,  72.0
2018070817,20.7,  75.0
2018070818,20.5,  78.0
2018070819,20.2,  78.0
2018070820,19.1,  86.0
2018070821,19.1,  78.0
2018070822,18.6,  71.0
2018070823,18.3,  73.0
2018070900,17.5,  75.0
2018070901,17.1,  77.0
2018070902,16.4,  79.0
2018070903,16.2,  79.0
2018070904,16.2,  82.0
2018070905,16.4,  83.0
2018070906,16.2,  85.0
2018070907,17.1,  79.0
2018070908,17.4,  77.0
2018070909,17.0,  76.0
2018070910,17.8,  71.0
2018070911,18.1,  67.0
2018070912,17.6,  69.0
2018070913,17.8,  68.0
2018070914,17.6,  64.0
2018070915,17.2,  65.0
2018070916,17.1,  65.0
2018070917,17.0,  68.0
2018070918,16.6,  68.0
2018070919,16.3,  66.0
2018070920,15.9,  67.0
2018070921,15.6,  67.0
2018070922,15.2,  69.0
2018070923,14.5,  68.0
2018071000,13.9,  69.0
2018071001,13.1,  73.0
2018071002,12.4,  77.0
2018071003,12.2,  78.0
2018071004,12.2,  78.0
2018071005,12.6,  79.0
2018071006,13.8,  74.0
2018071007,15.0,  68.0
2018071008,15.8,  64.0
2018071009,17.2,  60.0
2018071010,17.2,  59.0
2018071011,18.1,  53.0
2018071012,19.9,  44.0
2018071013,18.9,  57.0
2018071014,17.7,  64.0
2018071015,18.7,  61.0
2018071016,18.1,  73.0
2018071017,16.6,  90.0
2018071018,16.2,  89.0
2018071019,16.7,  91.0
2018071020,16.8,  90.0
2018071021,17.2,  96.0
2018071022,17.5,  95.0
2018071023,17.6,  96.0
2018071100,17.5,  96.0
2018071101,17.5,  96.0
2018071102,17.7,  94.0
2018071103,17.7,  94.0
2018071104,17.5,  94.0
2018071105,17.2,  97.0
2018071106,17.7,  94.0
2018071107,17.4,  96.0
2018071108,17.3,  96.0
2018071109,17.4,  96.0
2018071110,17.8,  95.0
2018071111,17.9,  91.0
2018071112,18.2,  93.0
2018071113,18.1,  96.0
2018071114,18.3,  96.0
2018071115,18.5,  94.0
2018071116,18.4,  96.0
2018071117,18.3,  96.0
2018071118,18.3,  96.0
2018071119,18.3,  98.0
2018071120,18.2,  99.0
2018071121,18.2,  98.0
2018071122,18.1,  99.0
2018071123,18.1,  98.0
2018071200,18.0,  99.0
2018071201,17.9,  98.0
2018071202,17.9,  98.0
2018071203,17.6,  96.0
2018071204,17.6,  93.0
2018071205,17.9,  89.0
2018071206,18.3,  87.0
2018071207,19.0,  85.0
2018071208,19.3,  83.0
2018071209,19.2,  84.0
2018071210,19.6,  78.0
2018071211,20.1,  74.0
2018071212,20.1,  68.0
2018071213,20.5,  64.0
2018071214,20.1,  72.0
2018071215,20.3,  76.0
2018071216,20.3,  78.0
2018071217,20.4,  69.0
2018071218,20.2,  79.0
2018071219,19.6,  85.0
2018071220,19.1,  69.0
2018071221,19.3,  66.0
2018071222,19.6,  62.0
2018071223,19.4,  88.0
2018071300,19.1,  90.0
2018071301,18.7,  91.0
2018071302,18.3,  94.0
2018071303,17.6,  95.0
2018071304,17.3,  94.0
2018071305,17.1,  94.0
2018071306,16.9,  94.0
2018071307,17.1,  91.0
2018071308,17.0,  89.0
2018071309,18.2,  83.0
2018071310,18.8,  82.0
2018071311,19.3,  81.0
2018071312,19.8,  79.0
2018071313,20.9,  72.0
2018071314,21.9,  71.0
2018071315,22.5,  68.0
2018071316,21.4,  74.0
2018071317,21.8,  67.0
2018071318,20.9,  77.0
2018071319,20.0,  82.0
2018071320,19.3,  82.0
2018071321,18.7,  80.0
2018071322,18.2,  82.0
2018071323,17.4,  82.0
2018071400,17.0,  86.0
2018071401,17.0,  84.0
2018071402,16.5,  86.0
2018071403,16.1,  83.0
2018071404,15.7,  81.0
2018071405,15.8,  81.0
2018071406,15.8,  81.0
2018071407,16.2,  77.0
2018071408,16.5,  76.0
2018071409,16.7,  74.0
2018071410,17.3,  70.0
2018071411,17.4,  69.0
2018071412,17.4,  70.0
2018071413,17.9,  68.0
2018071414,18.0,  69.0
2018071415,18.1,  67.0
2018071416,18.5,  65.0
2018071417,18.7,  67.0
2018071418,18.7,  69.0
2018071419,18.1,  74.0
2018071420,17.7,  74.0
2018071421,17.8,  73.0
2018071422,17.7,  73.0
2018071423,17.6,  75.0
2018071500,17.2,  84.0
2018071501,17.5,  82.0
2018071502,17.0,  83.0
2018071503,16.8,  84.0
2018071504,16.5,  86.0
2018071505,16.8,  82.0
2018071506,17.3,  79.0
2018071507,17.9,  77.0
2018071508,17.6,  79.0
2018071509,17.4,  79.0
2018071510,17.9,  75.0
2018071511,18.7,  73.0
2018071512,18.9,  73.0
2018071513,19.4,  69.0
2018071514,20.3,  68.0
2018071515,20.4,  72.0
2018071516,20.4,  72.0
2018071517,20.3,  73.0
2018071518,20.5,  74.0
2018071519,20.0,  75.0
2018071520,19.4,  69.0
2018071521,18.6,  71.0
2018071522,17.9,  75.0
2018071523,17.1,  83.0
2018071600,17.8,  85.0
2018071601,17.5,  89.0
2018071602,17.3,  93.0
2018071603,16.4,  94.0
2018071604,16.1,  94.0
2018071605,16.4,  94.0
2018071606,18.8,  83.0
2018071607,19.6,  79.0
2018071608,19.8,  80.0
2018071609,20.2,  80.0
2018071610,20.2,  80.0
2018071611,20.5,  79.0
2018071612,21.2,  75.0
2018071613,21.1,  75.0
2018071614,21.7,  72.0
2018071615,22.4,  71.0
2018071616,22.0,  73.0
2018071617,21.7,  77.0
2018071618,21.5,  82.0
2018071619,21.0,  85.0
2018071620,20.5,  88.0
2018071621,20.0,  91.0
2018071622,19.8,  92.0
2018071623,19.4,  97.0
2018071700,19.3,  97.0
2018071701,19.3,  98.0
2018071702,18.3,  99.0
2018071703,16.9,  98.0
2018071704,17.3,  98.0
2018071705,18.7,  92.0
2018071706,20.1,  90.0
2018071707,20.7,  89.0
2018071708,21.5,  82.0
2018071709,21.7,  77.0
2018071710,22.1,  75.0
2018071711,22.5,  73.0
2018071712,22.9,  68.0
2018071713,23.5,  68.0
2018071714,23.8,  64.0
2018071715,24.3,  64.0
2018071716,23.3,  73.0
2018071717,22.9,  77.0
2018071718,22.5,  74.0
2018071719,22.4,  72.0
2018071720,21.8,  76.0
2018071721,21.5,  79.0
2018071722,21.7,  81.0
2018071723,21.4,  81.0
2018071800,21.2,  83.0
2018071801,20.8,  84.0
2018071802,20.5,  83.0
2018071803,20.5,  85.0
2018071804,19.8,  92.0
2018071805,19.1,  88.0
2018071806,19.2,  89.0
2018071807,19.3,  83.0
2018071808,19.8,  80.0
2018071809,19.9,  79.0
2018071810,20.6,  77.0
2018071811,20.1,  81.0
2018071812,21.6,  74.0
2018071813,22.3,  71.0
2018071814,21.5,  73.0
2018071815,22.3,  72.0
2018071816,21.9,  74.0
2018071817,22.0,  75.0
2018071818,21.8,  75.0
2018071819,21.2,  79.0
2018071820,21.1,  76.0
2018071821,20.7,  79.0
2018071822,20.4,  81.0
2018071823,20.3,  83.0
2018071900,20.4,  79.0
2018071901,20.1,  76.0
2018071902,19.5,  78.0
2018071903,19.0,  82.0
2018071904,18.4,  83.0
2018071905,18.5,  73.0
2018071906,18.5,  76.0
2018071907,18.9,  76.0
2018071908,19.3,  77.0
2018071909,20.5,  65.0
2018071910,21.0,  65.0
2018071911,21.0,  62.0
2018071912,21.2,  60.0
2018071913,21.6,  56.0
2018071914,21.9,  56.0
2018071915,22.0,  56.0
2018071916,22.0,  54.0
2018071917,22.1,  54.0
2018071918,21.5,  56.0
2018071919,20.5,  59.0
2018071920,19.7,  63.0
2018071921,18.9,  67.0
2018071922,19.9,  77.0
2018071923,19.8,  70.0
2018072000,19.4,  74.0
2018072001,19.0,  75.0
2018072002,18.4,  76.0
2018072003,17.9,  78.0
2018072004,17.6,  81.0
2018072005,17.8,  81.0
2018072006,17.6,  80.0
2018072007,18.2,  77.0
2018072008,18.1,  71.0
2018072009,19.2,  52.0
2018072010,20.0,  55.0
2018072011,20.2,  53.0
2018072012,21.1,  54.0
2018072013,21.3,  54.0
2018072014,21.4,  54.0
2018072015,22.3,  50.0
2018072016,22.0,  55.0
2018072017,21.5,  57.0
2018072018,21.4,  62.0
2018072019,20.9,  61.0
2018072020,20.2,  61.0
2018072021,20.2,  60.0
2018072022,19.7,  60.0
2018072023,18.2,  63.0
2018072100,17.7,  65.0
2018072101,17.2,  79.0
2018072102,16.2,  81.0
2018072103,15.7,  79.0
2018072104,15.1,  80.0
2018072105,15.8,  80.0
2018072106,20.8,  67.0
2018072107,20.4,  72.0
2018072108,21.1,  71.0
2018072109,21.7,  66.0
2018072110,22.4,  60.0
2018072111,22.6,  58.0
2018072112,23.0,  56.0
2018072113,22.8,  56.0
2018072114,24.2,  50.0
2018072115,23.9,  53.0
2018072116,23.8,  53.0
2018072117,23.0,  55.0
2018072118,22.7,  64.0
2018072119,22.0,  65.0
2018072120,21.3,  61.0
2018072121,21.7,  52.0
2018072122,20.3,  64.0
2018072123,19.1,  72.0
2018072200,18.8,  69.0
2018072201,20.0,  58.0
2018072202,20.1,  61.0
2018072203,19.3,  68.0
2018072204,19.2,  67.0
2018072205,20.5,  61.0
2018072206,21.3,  57.0
2018072207,23.1,  53.0
2018072208,23.7,  51.0
2018072209,26.0,  47.0
2018072210,26.8,  44.0
2018072211,26.5,  45.0
2018072212,27.3,  46.0
2018072213,25.8,  60.0
2018072214,24.7,  69.0
2018072215,24.3,  71.0
2018072216,23.8,  76.0
2018072217,24.6,  59.0
2018072218,23.6,  71.0
2018072219,22.7,  76.0
2018072220,22.2,  79.0
2018072221,21.9,  78.0
2018072222,21.1,  80.0
2018072223,20.9,  78.0
2018072300,20.4,  84.0
2018072301,19.7,  86.0
2018072302,19.8,  86.0
2018072303,19.6,  84.0
2018072304,19.8,  81.0
2018072305,20.0,  81.0
2018072306,20.2,  80.0
2018072307,20.2,  74.0
2018072308,21.0,  75.0
2018072309,21.6,  71.0
2018072310,21.8,  70.0
2018072311,22.3,  71.0
2018072312,22.3,  72.0
2018072313,22.8,  68.0
2018072314,23.1,  68.0
2018072315,23.0,  69.0
2018072316,22.9,  71.0
2018072317,22.9,  72.0
2018072318,22.4,  76.0
2018072319,22.1,  80.0
2018072320,22.0,  72.0
2018072321,21.2,  75.0
2018072322,20.7,  75.0
2018072323,20.3,  72.0
2018072400,21.1,  69.0
2018072401,20.9,  75.0
2018072402,19.6,  81.0
2018072403,19.1,  80.0
2018072404,18.9,  85.0
2018072405,20.1,  82.0
2018072406,22.2,  74.0
2018072407,22.9,  71.0
2018072408,23.3,  72.0
2018072409,24.1,  67.0
2018072410,24.2,  68.0
2018072411,24.6,  66.0
2018072412,23.9,  72.0
2018072413,24.6,  73.0
2018072414,24.6,  74.0
2018072415,25.6,  63.0
2018072416,26.2,  57.0
2018072417,26.1,  52.0
2018072418,26.2,  49.0
2018072419,25.6,  57.0
2018072420,23.6,  70.0
2018072421,22.9,  70.0
2018072422,23.0,  76.0
2018072423,21.5,  77.0
2018072500,21.1,  79.0
2018072501,20.4,  86.0
2018072502,20.3,  81.0
2018072503,20.1,  82.0
2018072504,19.1,  86.0
2018072505,21.5,  73.0
2018072506,23.1,  65.0
2018072507,23.7,  67.0
2018072508,24.7,  59.0
2018072509,24.8,  68.0
2018072510,25.3,  63.0
2018072511,25.7,  71.0
2018072512,25.8,  68.0
2018072513,27.0,  68.0
2018072514,27.3,  68.0
2018072515,26.8,  67.0
2018072516,27.7,  61.0
2018072517,26.7,  73.0
2018072518,25.9,  81.0
2018072519,25.2,  80.0
2018072520,24.5,  87.0
2018072521,24.1,  87.0
2018072522,23.9,  81.0
2018072523,22.9,  76.0
2018072600,22.2,  84.0
2018072601,21.9,  84.0
2018072602,21.6,  85.0
2018072603,21.3,  88.0
2018072604,19.9,  91.0
2018072605,22.0,  82.0
2018072606,23.8,  76.0
2018072607,24.3,  82.0
2018072608,25.0,  77.0
2018072609,25.3,  77.0
2018072610,25.8,  74.0
2018072611,26.5,  71.0
2018072612,26.4,  72.0
2018072613,25.9,  73.0
2018072614,26.3,  72.0
2018072615,26.4,  71.0
2018072616,26.4,  70.0
2018072617,26.1,  70.0
2018072618,25.0,  76.0
2018072619,25.1,  69.0
2018072620,24.5,  65.0
2018072621,23.9,  64.0
2018072622,23.2,  73.0
2018072623,22.4,  80.0
2018072700,21.6,  87.0
2018072701,21.0,  91.0
2018072702,20.4,  93.0
2018072703,19.9,  94.0
2018072704,20.2,  95.0
2018072705,20.9,  91.0
2018072706,22.3,  86.0
2018072707,24.4,  75.0
2018072708,25.8,  67.0
2018072709,26.9,  63.0
2018072710,28.2,  57.0
2018072711,28.8,  54.0
2018072712,28.0,  62.0
2018072713,25.9,  75.0
2018072714,26.4,  72.0
2018072715,27.2,  63.0
2018072716,28.8,  50.0
2018072717,27.7,  51.0
2018072718,27.0,  54.0
2018072719,25.6,  57.0
2018072720,23.7,  70.0
2018072721,22.8,  77.0
2018072722,22.2,  79.0
2018072723,21.9,  80.0
2018072800,21.8,  83.0
2018072801,21.8,  85.0
2018072802,21.6,  87.0
2018072803,21.5,  87.0
2018072804,21.3,  86.0
2018072805,21.7,  83.0
2018072806,23.1,  76.0
2018072807,24.5,  68.0
2018072808,25.9,  64.0
2018072809,27.8,  54.0
2018072810,28.9,  48.0
2018072811,30.3,  44.0
2018072812,30.6,  40.0
2018072813,31.1,  39.0
2018072814,32.4,  36.0
2018072815,32.2,  34.0
2018072816,32.1,  33.0
2018072817,24.0,  64.0
2018072818,21.5,  87.0
2018072819,21.4,  86.0
2018072820,21.2,  90.0
2018072821,20.9,  87.0
2018072822,20.9,  86.0
2018072823,20.4,  88.0
2018072900,20.0,  91.0
2018072901,19.8,  93.0
2018072902,20.1,  93.0
2018072903,20.4,  82.0
2018072904,20.3,  72.0
2018072905,20.0,  72.0
2018072906,20.2,  66.0
2018072907,20.7,  62.0
2018072908,21.4,  61.0
2018072909,21.3,  60.0
2018072910,22.0,  61.0
2018072911,22.3,  53.0
2018072912,22.0,  51.0
2018072913,22.5,  48.0
2018072914,22.8,  48.0
2018072915,22.1,  52.0
2018072916,23.0,  54.0
2018072917,22.6,  57.0
2018072918,24.6,  46.0
2018072919,24.0,  51.0
2018072920,23.3,  52.0
2018072921,22.9,  56.0
2018072922,22.6,  63.0
2018072923,22.1,  66.0
2018073000,22.0,  67.0
2018073001,21.9,  69.0
2018073002,22.1,  66.0
2018073003,22.3,  65.0
2018073004,21.7,  70.0
2018073005,21.3,  72.0
2018073006,22.1,  70.0
2018073007,23.8,  63.0
2018073008,25.5,  58.0
2018073009,27.4,  52.0
2018073010,28.6,  46.0
2018073011,28.9,  45.0
2018073012,29.6,  45.0
2018073013,29.8,  43.0
2018073014,30.2,  40.0
2018073015,30.7,  37.0
2018073016,30.5,  37.0
2018073017,30.7,  38.0
2018073018,29.8,  43.0
2018073019,28.0,  48.0
2018073020,26.8,  49.0
2018073021,25.8,  49.0
2018073022,25.1,  53.0
2018073023,24.7,  53.0
2018073100,23.7,  57.0
2018073101,23.2,  59.0
2018073102,22.7,  62.0
2018073103,22.3,  64.0
2018073104,22.1,  64.0
2018073105,22.3,  62.0
2018073106,24.0,  55.0
2018073107,26.0,  49.0
2018073108,29.0,  42.0
2018073109,30.7,  37.0
2018073110,32.0,  33.0
2018073111,32.9,  30.0
2018073112,33.9,  29.0
2018073113,34.6,  27.0
2018073114,34.8,  26.0
2018073115,34.3,  27.0
2018073116,33.5,  29.0
2018073117,25.8,  67.0
2018073118,30.0,  45.0
2018073119,29.6,  46.0
2018073120,25.2,  67.0
2018073121,24.6,  71.0
2018073122,23.3,  84.0
2018073123,22.5,  85.0
2018080100,22.3,  86.0
2018080101,22.1,  87.0
2018080102,21.7,  91.0
2018080103,21.5,  93.0
2018080104,21.5,  92.0
2018080105,21.4,  93.0
2018080106,21.6,  91.0
2018080107,21.8,  89.0
2018080108,22.4,  86.0
2018080109,22.3,  85.0
2018080110,22.7,  82.0
2018080111,23.7,  76.0
2018080112,23.8,  76.0
2018080113,24.2,  68.0
2018080114,24.2,  72.0
2018080115,23.8,  73.0
2018080116,23.7,  74.0
2018080117,24.0,  69.0
2018080118,23.5,  73.0
2018080119,22.7,  78.0
2018080120,22.2,  76.0
2018080121,21.7,  84.0
2018080122,21.3,  86.0
2018080123,21.6,  85.0
2018080200,20.8,  87.0
2018080201,21.5,  88.0
2018080202,21.5,  86.0
2018080203,21.4,  81.0
2018080204,21.4,  85.0
2018080205,21.5,  84.0
2018080206,21.8,  82.0
2018080207,22.8,  75.0
2018080208,23.2,  71.0
2018080209,24.1,  66.0
2018080210,23.2,  76.0
2018080211,24.2,  68.0
2018080212,24.6,  59.0
2018080213,24.5,  61.0
2018080214,25.7,  49.0
2018080215,25.3,  53.0
2018080216,25.2,  65.0
2018080217,24.7,  62.0
2018080218,24.5,  61.0
2018080219,23.6,  62.0
2018080220,23.2,  57.0
2018080221,22.6,  58.0
2018080222,22.3,  58.0
2018080223,21.3,  66.0
2018080300,20.4,  79.0
2018080301,19.8,  76.0
2018080302,19.5,  70.0
2018080303,19.3,  74.0
2018080304,19.6,  72.0
2018080305,19.8,  75.0
2018080306,22.0,  65.0
2018080307,23.7,  61.0
2018080308,23.5,  65.0
2018080309,24.2,  66.0
2018080310,24.4,  68.0
2018080311,25.4,  65.0
2018080312,25.4,  65.0
2018080313,25.9,  62.0
2018080314,26.6,  64.0
2018080315,26.9,  56.0
2018080316,26.2,  67.0
2018080317,26.1,  59.0
2018080318,25.8,  63.0
2018080319,25.5,  57.0
2018080320,25.5,  55.0
2018080321,24.8,  60.0
2018080322,23.8,  61.0
2018080323,22.7,  78.0
2018080400,22.1,  76.0
2018080401,23.3,  81.0
2018080402,23.2,  81.0
2018080403,22.8,  80.0
2018080404,22.6,  84.0
2018080405,22.8,  81.0
2018080406,22.7,  79.0
2018080407,22.8,  77.0
2018080408,23.5,  72.0
2018080409,23.9,  74.0
2018080410,23.3,  73.0
2018080411,24.1,  69.0
2018080412,23.9,  71.0
2018080413,25.4,  60.0
2018080414,24.6,  65.0
2018080415,24.6,  65.0
2018080416,24.5,  61.0
2018080417,24.0,  65.0
2018080418,23.4,  71.0
2018080419,23.2,  73.0
2018080420,23.1,  72.0
2018080421,22.7,  75.0
2018080422,22.2,  75.0
2018080423,21.7,  77.0
2018080500,21.4,  77.0
2018080501,21.1,  76.0
2018080502,20.3,  76.0
2018080503,19.7,  72.0
2018080504,19.2,  78.0
2018080505,18.9,  70.0
2018080506,18.7,  65.0
2018080507,19.1,  66.0
2018080508,19.5,  61.0
2018080509,19.6,  62.0
2018080510,20.9,  57.0
2018080511,21.3,  57.0
2018080512,21.1,  61.0
2018080513,21.7,  60.0
2018080514,22.1,  57.0
2018080515,21.7,  65.0
2018080516,21.1,  72.0
2018080517,21.0,  73.0
2018080518,21.2,  72.0
2018080519,20.9,  73.0
2018080520,20.9,  72.0
2018080521,20.7,  71.0
2018080522,20.2,  76.0
2018080523,19.9,  73.0
2018080600,19.4,  73.0
2018080601,19.2,  75.0
2018080602,19.1,  73.0
2018080603,19.1,  80.0
2018080604,19.0,  76.0
2018080605,19.1,  74.0
2018080606,19.0,  78.0
2018080607,19.6,  72.0
2018080608,20.2,  70.0
2018080609,20.8,  66.0
2018080610,21.8,  59.0
2018080611,21.7,  62.0
2018080612,21.6,  58.0
2018080613,22.9,  56.0
2018080614,22.7,  59.0
2018080615,23.8,  59.0
2018080616,24.5,  57.0
2018080617,23.6,  67.0
2018080618,23.6,  67.0
2018080619,23.5,  58.0
2018080620,22.7,  55.0
2018080621,21.6,  65.0
2018080622,21.1,  66.0
2018080623,21.3,  58.0
2018080700,20.6,  60.0
2018080701,20.7,  58.0
2018080702,20.3,  58.0
2018080703,20.0,  58.0
2018080704,20.0,  56.0
2018080705,20.6,  54.0
2018080706,22.1,  49.0
2018080707,24.5,  43.0
2018080708,26.9,  37.0
2018080709,29.4,  31.0
2018080710,30.6,  25.0
2018080711,31.5,  24.0
2018080712,32.2,  20.0
2018080713,33.6,  20.0
2018080714,33.9,  18.0
2018080715,33.8,  19.0
2018080716,34.3,  20.0
2018080717,33.7,  21.0
2018080718,32.5,  25.0
2018080719,29.2,  39.0
2018080720,27.0,  49.0
2018080721,26.4,  49.0
2018080722,25.9,  47.0
2018080723,25.7,  44.0
2018080800,26.0,  42.0
2018080801,25.5,  41.0
2018080802,24.9,  41.0
2018080803,23.9,  43.0
2018080804,24.1,  43.0
2018080805,24.1,  44.0
2018080806,25.0,  44.0
2018080807,26.5,  42.0
2018080808,28.8,  38.0
2018080809,31.5,  34.0
2018080810,32.9,  32.0
2018080811,26.5,  63.0
2018080812,26.3,  58.0
2018080813,26.8,  60.0
2018080814,26.6,  56.0
2018080815,26.0,  69.0
2018080816,26.5,  66.0
2018080817,26.3,  62.0
2018080818,25.9,  63.0
2018080819,25.0,  68.0
2018080820,23.4,  78.0
2018080821,22.8,  80.0
2018080822,22.3,  81.0
2018080823,21.8,  78.0
2018080900,21.3,  82.0
2018080901,21.1,  83.0
2018080902,20.9,  82.0
2018080903,20.7,  83.0
2018080904,20.5,  80.0
2018080905,20.8,  77.0
2018080906,21.5,  72.0
2018080907,21.9,  69.0
2018080908,22.3,  69.0
2018080909,23.1,  65.0
2018080910,23.5,  65.0
2018080911,24.0,  64.0
2018080912,24.5,  66.0
2018080913,25.2,  66.0
2018080914,25.6,  66.0
2018080915,26.2,  65.0
2018080916,29.6,  45.0
2018080917,27.7,  50.0
2018080918,26.3,  58.0
2018080919,24.9,  66.0
2018080920,22.6,  85.0
2018080921,21.0,  94.0
2018080922,20.6,  92.0
2018080923,21.0,  88.0
2018081000,20.6,  89.0
2018081001,20.9,  82.0
2018081002,20.3,  80.0
2018081003,19.4,  70.0
2018081004,19.2,  71.0
2018081005,19.0,  73.0
2018081006,19.1,  67.0
2018081007,19.0,  70.0
2018081008,19.2,  68.0
2018081009,18.5,  70.0
2018081010,18.0,  68.0
2018081011,19.8,  59.0
2018081012,19.5,  52.0
2018081013,20.7,  52.0
2018081014,21.1,  49.0
2018081015,21.6,  51.0
2018081016,20.2,  63.0
2018081017,19.9,  62.0
2018081018,19.6,  63.0
2018081019,18.4,  68.0
2018081020,17.9,  75.0
2018081021,17.5,  76.0
2018081022,16.9,  79.0
2018081023,16.7,  76.0
2018081100,16.4,  79.0
2018081101,15.8,  80.0
2018081102,16.0,  67.0
2018081103,16.3,  65.0
2018081104,16.3,  64.0
2018081105,16.3,  65.0
2018081106,17.2,  59.0
2018081107,16.9,  60.0
2018081108,17.3,  56.0
2018081109,15.7,  70.0
2018081110,16.6,  67.0
2018081111,18.5,  53.0
2018081112,19.0,  49.0
2018081113,15.4,  80.0
2018081114,15.2,  84.0
2018081115,17.6,  65.0
2018081116,17.8,  64.0
2018081117,18.2,  68.0
2018081118,17.4,  65.0
2018081119,17.6,  69.0
2018081120,17.4,  66.0
2018081121,17.3,  70.0
2018081122,17.3,  68.0
2018081123,17.3,  70.0
2018081200,16.0,  71.0
2018081201,14.7,  81.0
2018081202,14.4,  82.0
2018081203,13.8,  87.0
2018081204,14.0,  86.0
2018081205,14.3,  85.0
2018081206,15.1,  80.0
2018081207,16.3,  72.0
2018081208,17.8,  57.0
2018081209,18.4,  56.0
2018081210,19.8,  48.0
2018081211,20.4,  47.0
2018081212,20.4,  43.0
2018081213,20.3,  56.0
2018081214,19.7,  59.0
2018081215,19.9,  60.0
2018081216,19.7,  58.0
2018081217,19.7,  60.0
2018081218,20.2,  55.0
2018081219,19.8,  63.0
2018081220,20.0,  59.0
2018081221,19.1,  65.0
2018081222,18.7,  69.0
2018081223,18.2,  71.0
2018081300,18.6,  66.0
2018081301,18.5,  66.0
2018081302,18.1,  71.0
2018081303,17.9,  74.0
2018081304,17.5,  77.0
2018081305,17.6,  78.0
2018081306,18.7,  72.0
2018081307,19.7,  66.0
2018081308,20.6,  59.0
2018081309,21.5,  54.0
2018081310,23.5,  46.0
2018081311,25.0,  50.0
2018081312,27.6,  29.0
2018081313,29.3,  25.0
2018081314,28.7,  24.0
2018081315,28.7,  23.0
2018081316,25.1,  42.0
2018081317,22.2,  57.0
2018081318,20.9,  69.0
2018081319,19.6,  73.0
2018081320,19.4,  81.0
2018081321,19.3,  80.0
2018081322,19.4,  77.0
2018081323,19.8,  71.0
2018081400,18.3,  80.0
2018081401,18.1,  80.0
2018081402,17.2,  87.0
2018081403,17.2,  88.0
2018081404,17.4,  86.0
2018081405,17.5,  84.0
2018081406,17.9,  82.0
2018081407,18.2,  83.0
2018081408,18.8,  80.0
2018081409,17.9,  89.0
2018081410,20.2,  74.0
2018081411,21.5,  69.0
2018081412,22.0,  64.0
2018081413,22.4,  66.0
2018081414,22.6,  65.0
2018081415,21.6,  70.0
2018081416,19.3,  88.0
2018081417,19.3,  87.0
2018081418,19.4,  87.0
2018081419,20.2,  80.0
2018081420,20.1,  79.0
