datetime,temp, undefined
2018032916,1.4,  95.0
2018032917,1.3,  95.0
2018032918,1.4,  96.0
2018032919,1.2,  94.0
2018032920,1.2,  92.0
2018032921,1.1,  92.0
2018032922,0.9,  92.0
2018032923,0.9,  91.0
2018033000,0.9,  89.0
2018033001,0.8,  88.0
2018033002,0.8,  87.0
2018033003,0.7,  86.0
2018033004,0.5,  86.0
2018033005,0.5,  85.0
2018033006,0.5,  84.0
2018033007,1.0,  79.0
2018033008,1.6,  75.0
2018033009,1.5,  80.0
2018033010,1.9,  79.0
2018033011,2.6,  81.0
2018033012,2.8,  80.0
2018033013,3.2,  81.0
2018033014,5.6,  63.0
2018033015,5.3,  64.0
2018033016,6.0,  61.0
2018033017,4.7,  68.0
2018033018,3.1,  76.0
2018033019,2.0,  77.0
2018033020,1.1,  79.0
2018033021,0.9,  81.0
2018033022,1.0,  82.0
2018033023,0.9,  83.0
2018033100,0.8,  85.0
2018033101,0.8,  85.0
2018033102,1.0,  80.0
2018033103,1.0,  77.0
2018033104,1.0,  81.0
2018033105,1.0,  84.0
2018033106,1.3,  81.0
2018033107,1.6,  79.0
2018033108,1.8,  78.0
2018033109,2.1,  78.0
2018033110,2.5,  75.0
2018033111,2.7,  74.0
2018033112,3.2,  71.0
2018033113,3.0,  75.0
2018033114,2.7,  78.0
2018033115,2.3,  81.0
2018033116,1.9,  84.0
2018033117,0.1, 100.0
2018033118,0.4, 100.0
2018033119,0.3, 100.0
2018033120,0.3, 100.0
2018033121,0.5, 100.0
2018033122,0.4, 100.0
2018033123,0.4, 100.0
2018040100,0.3, 100.0
2018040101,0.4, 100.0
2018040102,0.4, 100.0
2018040103,0.4, 100.0
2018040104,0.5,  99.0
2018040105,0.6,	-999
2018040106,0.7, -999
2018040107,1.1, -999
2018040108,1.2, -999
2018040109,2.4, -999
2018040110,3.5, -999
2018040111,5.0, -999
2018040112,5.9, -999
2018040113,6.8, -999
2018040114,7.7, -999
2018040115,8.1, -999
2018040116,8.5, -999
2018040117,8.6, -999
2018040118,8.6, -999
2018040119,8.2, -999
2018040120,7.8, -999
2018040121,6.2, -999
2018040122,6.1, -999
2018040123,5.5, -999
2018040200,4.8, -999
2018040201,4.4, -999
2018040202,4.2, -999
2018040203,4.2, -999
2018040204,4.4, -999
2018040205,4.5, -999
2018040206,4.6, -999
2018040207,4.8, -999
2018040208,5.9, -999
2018040209,6.6, -999
2018040210,7.7, -999
2018040211,9.2, -999
2018040212,10.1, -999
2018040213,10.8, -999
2018040214,11.1, -999
2018040215,11.1, -999
2018040216,11.5, -999
2018040217,12.1, -999
2018040218,11.6, -999
2018040219,10.5, -999
2018040220,9.4, -999
2018040221,9.1, -999
2018040222,8.8, -999
2018040223,8.3, -999
2018040300,6.6, -999
2018040301,5.9, -999
2018040302,5.5, -999
2018040303,5.3, -999
2018040304,5.1, -999
2018040305,5.7, -999
2018040306,6.6, -999
2018040307,7.8, -999
2018040308,8.8, -999
2018040309,9.5, -999
2018040310,10.5, -999
2018040311,11.9, -999
2018040312,12.9, -999
2018040313,12.2, -999
2018040314,11.5, -999
2018040315,11.1, -999
2018040316,10.3, -999
2018040317,10.1, -999
2018040318,10.0, -999
2018040319,9.0, -999
2018040320,9.1, -999
2018040321,8.9, -999
2018040322,8.8, -999
2018040323,8.8, -999
2018040400,8.7, -999
2018040401,8.8, -999
2018040402,8.8, -999
2018040403,8.8, -999
2018040404,9.1, -999
2018040405,10.1, -999
2018040406,10.6, -999
2018040407,11.4, -999
2018040408,12.5, -999
2018040409,12.7, -999
2018040410,13.1,  64.0
2018040411,13.9,  59.0
2018040412,12.4,  63.0
2018040413,15.1,  55.0
2018040414,11.2,  69.0
2018040415,15.4,  58.0
2018040416,8.3,  78.0
2018040417,7.3,  84.0
2018040418,8.9,  83.0
2018040419,10.7,  88.0
2018040420,10.2,  88.0
2018040421,9.7,  96.0
2018040422,11.2,  93.0
2018040423,11.1,  94.0
2018040500,11.0,  94.0
2018040501,10.7,  92.0
2018040502,10.4,  90.0
2018040503,9.6,  89.0
2018040504,9.7,  86.0
2018040505,9.6,  85.0
2018040506,9.5,  86.0
2018040507,9.8,  84.0
2018040508,10.5,  81.0
2018040509,11.0,  79.0
2018040510,11.6,  75.0
2018040511,11.3,  78.0
2018040512,11.8,  80.0
2018040513,9.6,  85.0
2018040514,10.3,  82.0
2018040515,9.1,  76.0
2018040516,8.7,  74.0
2018040517,7.8,  82.0
2018040518,4.5,  85.0
2018040519,4.7,  83.0
2018040520,4.3,  81.0
2018040521,3.9,  82.0
2018040522,3.7,  81.0
2018040523,3.6,  83.0
2018040600,3.5,  81.0
2018040601,3.3,  85.0
2018040602,3.1,  86.0
2018040603,3.1,  86.0
2018040604,3.1,  87.0
2018040605,2.9,  87.0
2018040606,3.3,  87.0
2018040607,3.9,  84.0
2018040608,4.8,  80.0
2018040609,6.2,  69.0
2018040610,6.9,  63.0
2018040611,8.0,  55.0
2018040612,8.1,  59.0
2018040613,7.4,  67.0
2018040614,7.1,  66.0
2018040615,6.9,  65.0
2018040616,7.9,  57.0
2018040617,8.1,  55.0
2018040618,6.7,  61.0
2018040619,7.0,  51.0
2018040620,6.5,  56.0
2018040621,5.7,  65.0
2018040622,5.7,  66.0
2018040623,5.7,  67.0
2018040700,5.5,  67.0
2018040701,5.7,  65.0
2018040702,5.2,  66.0
2018040703,4.7,  70.0
2018040704,4.5,  70.0
2018040705,5.1,  68.0
2018040706,5.4,  65.0
2018040707,7.8,  55.0
2018040708,9.3,  49.0
2018040709,11.2,  44.0
2018040710,12.9,  32.0
2018040711,14.2,  29.0
2018040712,15.6,  27.0
2018040713,16.7,  26.0
2018040714,17.3,  27.0
2018040715,17.8,  28.0
2018040716,17.9,  30.0
2018040717,17.6,  33.0
2018040718,16.2,  37.0
2018040719,15.5,  40.0
2018040720,14.5,  43.0
2018040721,13.6,  46.0
2018040722,13.0,  48.0
2018040723,12.8,  49.0
2018040800,12.0,  52.0
2018040801,11.5,  56.0
2018040802,11.5,  60.0
2018040803,11.3,  63.0
2018040804,10.7,  67.0
2018040805,10.4,  70.0
2018040806,10.7,  69.0
2018040807,12.1,  65.0
2018040808,13.8,  60.0
2018040809,15.6,  56.0
2018040810,17.0,  53.0
2018040811,19.0,  46.0
2018040812,19.7,  46.0
2018040813,20.1,  46.0
2018040814,21.1,  41.0
2018040815,21.5,  40.0
2018040816,20.4,  39.0
2018040817,19.9,  39.0
2018040818,18.4,  45.0
2018040819,16.6,  52.0
2018040820,16.6,  52.0
2018040821,15.8,  54.0
2018040822,12.8,  66.0
2018040823,11.9,  72.0
2018040900,11.3,  74.0
2018040901,10.6,  76.0
2018040902,10.8,  74.0
2018040903,9.5,  79.0
2018040904,8.8,  82.0
2018040905,9.1,  80.0
2018040906,10.9,  71.0
2018040907,13.3,  63.0
2018040908,12.3,  66.0
2018040909,17.7,  46.0
2018040910,19.6,  42.0
2018040911,19.8,  41.0
2018040912,12.8,  67.0
2018040913,14.7,  61.0
2018040914,13.4,  65.0
2018040915,13.5,  65.0
2018040916,13.0,  66.0
2018040917,13.2,  64.0
2018040918,11.2,  73.0
2018040919,12.8,  69.0
2018040920,14.2,  64.0
2018040921,13.0,  69.0
2018040922,12.2,  71.0
2018040923,8.2,  88.0
2018041000,7.2,  91.0
2018041001,6.8,  94.0
2018041002,7.2,  93.0
2018041003,7.6,  89.0
2018041004,7.6,  89.0
2018041005,9.7,  78.0
2018041006,7.1,  91.0
2018041007,11.2,  72.0
2018041008,11.2,  71.0
2018041009,10.1,  71.0
2018041010,9.4,  73.0
2018041011,8.7,  76.0
2018041012,9.7,  72.0
2018041013,8.4,  76.0
2018041014,8.6,  76.0
2018041015,6.9,  84.0
2018041016,6.3,  85.0
2018041017,5.7,  87.0
2018041018,5.5,  87.0
2018041019,5.5,  84.0
2018041020,5.4,  84.0
2018041021,5.2,  83.0
2018041022,5.7,  82.0
2018041023,5.8,  81.0
2018041100,5.7,  82.0
2018041101,5.0,  84.0
2018041102,4.8,  84.0
2018041103,4.9,  85.0
2018041104,4.9,  86.0
2018041105,4.7,  87.0
2018041106,5.0,  86.0
2018041107,5.3,  86.0
2018041108,5.2,  90.0
2018041109,5.5,  89.0
2018041110,5.9,  86.0
2018041111,6.1,  84.0
2018041112,7.6,  73.0
2018041113,7.8,  73.0
2018041114,7.1,  75.0
2018041115,6.3,  79.0
2018041116,5.9,  80.0
2018041117,6.0,  78.0
2018041118,5.3,  80.0
2018041119,4.9,  81.0
2018041120,4.8,  80.0
2018041121,4.9,  80.0
2018041122,4.8,  83.0
2018041123,4.8,  84.0
2018041200,4.7,  85.0
2018041201,4.8,  86.0
2018041202,5.0,  87.0
2018041203,5.1,  87.0
2018041204,5.2,  88.0
2018041205,5.7,  88.0
2018041206,6.6,  86.0
2018041207,8.5,  79.0
2018041208,10.3,  75.0
2018041209,12.1,  70.0
2018041210,12.8,  68.0
2018041211,13.8,  66.0
2018041212,13.9,  66.0
2018041213,14.1,  64.0
2018041214,11.7,  72.0
2018041215,11.8,  71.0
2018041216,11.4,  72.0
2018041217,10.4,  74.0
2018041218,9.5,  77.0
2018041219,9.2,  78.0
2018041220,8.7,  81.0
2018041221,8.8,  83.0
2018041222,9.3,  81.0
2018041223,9.9,  80.0
2018041300,10.7,  79.0
2018041301,11.5,  78.0
2018041302,11.3,  80.0
2018041303,11.1,  82.0
2018041304,11.0,  82.0
2018041305,11.1,  83.0
2018041306,11.3,  83.0
2018041307,12.0,  81.0
2018041308,13.4,  77.0
2018041309,14.9,  72.0
2018041310,11.8,  79.0
2018041311,17.6,  64.0
2018041312,18.2,  63.0
2018041313,11.0,  79.0
2018041314,11.1,  78.0
2018041315,9.5,  82.0
2018041316,9.6,  83.0
2018041317,7.7,  89.0
2018041318,8.1,  91.0
2018041319,10.8,  82.0
2018041320,10.4,  91.0
2018041321,7.2,  96.0
2018041322,7.0,  99.0
2018041323,7.8,  95.0
2018041400,9.2,  94.0
2018041401,9.5,  94.0
2018041402,8.7,  98.0
2018041403,7.2,  99.0
2018041404,6.0,  99.0
2018041405,7.1,  99.0
2018041406,8.7,  99.0
2018041407,7.6, 100.0
2018041408,7.9,  99.0
2018041409,8.2,  98.0
2018041410,8.8,  95.0
2018041411,8.8,  98.0
2018041412,9.2,  97.0
2018041413,9.2,  97.0
2018041414,9.2,  96.0
2018041415,9.2,  94.0
2018041416,9.0,  96.0
2018041417,9.0,  93.0
2018041418,9.2,  92.0
2018041419,9.1,  93.0
2018041420,9.2,  88.0
2018041421,9.3,  87.0
2018041422,9.2,  88.0
2018041423,8.7,  90.0
2018041500,7.9,  95.0
2018041501,8.0,  96.0
2018041502,8.3,  95.0
2018041503,8.8,  94.0
2018041504,8.7,  94.0
2018041505,8.5,  95.0
2018041506,8.2,  96.0
2018041507,8.6,  94.0
2018041508,9.7,  89.0
2018041509,10.2,  85.0
2018041510,9.4,  89.0
2018041511,8.5,  93.0
2018041512,7.8,  96.0
2018041513,8.2,  97.0
2018041514,8.5,  87.0
2018041515,8.8,  88.0
2018041516,8.1,  91.0
2018041517,10.8,  84.0
2018041518,10.7,  84.0
2018041519,10.1,  89.0
2018041520,9.9,  89.0
2018041521,9.2,  89.0
2018041522,8.5,  89.0
2018041523,6.5,  97.0
2018041600,6.0,  98.0
2018041601,5.7,  99.0
2018041602,5.6,  98.0
2018041603,5.7,  98.0
2018041604,5.3,  97.0
2018041605,5.4,  97.0
2018041606,5.4,  98.0
2018041607,5.7,  98.0
2018041608,6.1,  95.0
2018041609,6.4,  95.0
2018041610,6.3,  92.0
2018041611,7.0,  94.0
2018041612,7.3,  91.0
2018041613,6.8,  94.0
2018041614,7.0,  93.0
2018041615,6.9,  93.0
2018041616,6.9,  95.0
2018041617,7.3,  94.0
2018041618,6.7,  95.0
2018041619,5.9,  98.0
2018041620,5.6,  98.0
2018041621,5.9,  99.0
2018041622,5.9,  98.0
2018041623,6.4,  97.0
2018041700,8.0,  91.0
2018041701,8.2,  95.0
2018041702,7.3,  98.0
2018041703,7.5,  95.0
2018041704,7.1,  96.0
2018041705,7.1,  95.0
2018041706,8.4,  88.0
2018041707,9.5,  81.0
2018041708,8.7,  83.0
2018041709,10.2,  77.0
2018041710,11.1,  73.0
2018041711,11.0,  74.0
2018041712,11.0,  74.0
2018041713,11.3,  76.0
2018041714,12.3,  70.0
2018041715,12.9,  67.0
2018041716,13.4,  61.0
2018041717,13.1,  61.0
2018041718,12.1,  71.0
2018041719,11.8,  69.0
2018041720,11.7,  69.0
2018041721,11.3,  72.0
2018041722,11.6,  66.0
2018041723,10.8,  72.0
2018041800,10.6,  74.0
2018041801,11.1,  73.0
2018041802,10.6,  77.0
2018041803,10.6,  78.0
2018041804,10.2,  79.0
2018041805,9.9,  80.0
2018041806,11.1,  77.0
2018041807,14.3,  67.0
2018041808,16.8,  59.0
2018041809,14.0,  64.0
2018041810,15.2,  60.0
2018041811,14.4,  64.0
2018041812,15.4,  58.0
2018041813,16.8,  57.0
2018041814,16.9,  60.0
2018041815,17.3,  58.0
2018041816,16.8,  60.0
2018041817,12.9,  75.0
2018041818,12.4,  80.0
2018041819,16.0,  74.0
2018041820,15.6,  75.0
2018041821,14.2,  82.0
2018041822,13.5,  86.0
2018041823,13.8,  83.0
2018041900,13.1,  86.0
2018041901,11.8,  91.0
2018041902,11.0,  96.0
2018041903,10.4,  95.0
2018041904,10.1,  96.0
2018041905,11.1,  91.0
2018041906,12.8,  81.0
2018041907,15.9,  70.0
2018041908,17.4,  65.0
2018041909,19.3,  55.0
2018041910,16.2,  67.0
2018041911,15.4,  71.0
2018041912,14.9,  73.0
2018041913,15.4,  71.0
2018041914,16.1,  68.0
2018041915,15.2,  70.0
2018041916,17.0,  61.0
2018041917,15.5,  71.0
2018041918,15.0,  76.0
2018041919,17.5,  73.0
2018041920,16.4,  81.0
2018041921,15.8,  82.0
2018041922,15.8,  82.0
2018041923,15.2,  84.0
2018042000,14.2,  87.0
2018042001,14.0,  86.0
2018042002,14.0,  85.0
2018042003,13.9,  84.0
2018042004,13.6,  84.0
2018042005,13.7,  84.0
2018042006,14.7,  79.0
2018042007,16.9,  71.0
2018042008,19.4,  63.0
2018042009,21.5,  57.0
2018042010,23.5,  50.0
2018042011,24.8,  45.0
2018042012,25.7,  40.0
2018042013,27.2,  33.0
2018042014,27.5,  24.0
2018042015,27.6,  28.0
2018042016,20.7,  45.0
2018042017,15.8,  66.0
2018042018,15.6,  64.0
2018042019,13.1,  72.0
2018042020,12.3,  73.0
2018042021,10.8,  82.0
2018042022,12.0,  76.0
2018042023,13.0,  69.0
2018042100,12.9,  68.0
2018042101,11.1,  78.0
2018042102,9.5,  89.0
2018042103,8.8,  93.0
2018042104,8.0,  96.0
2018042105,8.1,  97.0
2018042106,8.4,  94.0
2018042107,8.8,  90.0
2018042108,9.3,  85.0
2018042109,9.8,  82.0
2018042110,10.2,  82.0
2018042111,10.4,  81.0
2018042112,11.3,  75.0
2018042113,11.4,  76.0
2018042114,11.3,  75.0
2018042115,12.1,  73.0
2018042116,12.2,  68.0
2018042117,12.2,  67.0
2018042118,12.6,  60.0
2018042119,13.1,  52.0
2018042120,12.3,  59.0
2018042121,12.2,  60.0
2018042122,11.6,  59.0
2018042123,10.6,  74.0
2018042200,10.1,  75.0
2018042201,9.3,  80.0
2018042202,8.8,  84.0
2018042203,8.6,  84.0
2018042204,8.5,  84.0
2018042205,8.2,  83.0
2018042206,9.5,  77.0
2018042207,9.5,  79.0
2018042208,9.6,  81.0
2018042209,9.6,  83.0
2018042210,9.9,  84.0
2018042211,10.7,  81.0
2018042212,11.6,  77.0
2018042213,12.0,  71.0
2018042214,12.5,  69.0
2018042215,12.7,  69.0
2018042216,13.0,  72.0
2018042217,13.9,  71.0
2018042218,18.3,  48.0
2018042219,15.3,  64.0
2018042220,13.6,  70.0
2018042221,12.9,  71.0
2018042222,12.7,  72.0
2018042223,12.8,  71.0
2018042300,13.7,  69.0
2018042301,14.9,  83.0
2018042302,14.2,  87.0
2018042303,13.5,  87.0
2018042304,14.3,  82.0
2018042305,14.7,  81.0
2018042306,15.3,  80.0
2018042307,16.0,  77.0
2018042308,16.2,  75.0
2018042309,14.2,  79.0
2018042310,14.2,  78.0
2018042311,15.0,  77.0
2018042312,12.3,  81.0
2018042313,12.4,  80.0
2018042314,12.4,  78.0
2018042315,12.5,  75.0
2018042316,12.3,  71.0
2018042317,11.9,  75.0
2018042318,11.2,  76.0
2018042319,10.4,  80.0
2018042320,10.4,  73.0
2018042321,10.4,  66.0
2018042322,9.9,  68.0
2018042323,9.2,  73.0
2018042400,8.9,  75.0
2018042401,8.2,  81.0
2018042402,8.2,  79.0
2018042403,9.0,  74.0
2018042404,9.3,  76.0
2018042405,9.7,  79.0
2018042406,10.3,  76.0
2018042407,11.6,  70.0
2018042408,11.7,  72.0
2018042409,12.4,  72.0
2018042410,13.0,  70.0
2018042411,12.7,  74.0
2018042412,12.1,  78.0
2018042413,13.8,  68.0
2018042414,13.5,  66.0
2018042415,13.2,  58.0
2018042416,12.7,  61.0
2018042417,13.0,  57.0
2018042418,12.7,  59.0
2018042419,11.7,  65.0
2018042420,11.1,  65.0
2018042421,11.0,  68.0
2018042422,9.8,  79.0
2018042423,8.7,  88.0
2018042500,8.3,  95.0
2018042501,8.3,  95.0
2018042502,8.3,  97.0
2018042503,8.5,  96.0
2018042504,8.6,  96.0
2018042505,9.5,  97.0
2018042506,10.9,  95.0
2018042507,12.1,  92.0
2018042508,13.7,  83.0
2018042509,14.0,  79.0
2018042510,12.9,  86.0
2018042511,12.5,  76.0
2018042512,9.2,  96.0
2018042513,7.8,  97.0
2018042514,8.3,  89.0
2018042515,9.0,  84.0
2018042516,9.7,  81.0
2018042517,9.3,  82.0
2018042518,8.5,  91.0
2018042519,8.7,  82.0
2018042520,8.3,  82.0
2018042521,7.6,  85.0
2018042522,7.5,  86.0
2018042523,8.7,  81.0
2018042600,8.3,  84.0
2018042601,8.3,  82.0
2018042602,7.4,  85.0
2018042603,6.9,  88.0
2018042604,6.6,  91.0
2018042605,6.9,  90.0
2018042606,7.9,  84.0
2018042607,8.5,  80.0
2018042608,7.7,  90.0
2018042609,9.6,  81.0
2018042610,10.3,  76.0
2018042611,11.1,  79.0
2018042612,11.5,  70.0
2018042613,8.8,  84.0
2018042614,10.1,  78.0
2018042615,12.4,  62.0
2018042616,10.9,  71.0
2018042617,10.1,  73.0
2018042618,10.1,  70.0
2018042619,10.0,  69.0
2018042620,9.1,  70.0
2018042621,8.6,  71.0
2018042622,7.7,  77.0
2018042623,7.1,  81.0
2018042700,7.0,  83.0
2018042701,7.0,  83.0
2018042702,6.7,  87.0
2018042703,6.7,  86.0
2018042704,6.6,  85.0
2018042705,6.7,  83.0
2018042706,8.8,  73.0
2018042707,10.0,  69.0
2018042708,11.6,  65.0
2018042709,12.2,  58.0
2018042710,13.1,  54.0
2018042711,14.2,  49.0
2018042712,14.0,  49.0
2018042713,13.0,  61.0
2018042714,12.1,  66.0
2018042715,14.8,  45.0
2018042716,14.4,  45.0
2018042717,14.6,  46.0
2018042718,14.1,  49.0
2018042719,13.0,  58.0
2018042720,12.3,  62.0
2018042721,11.9,  63.0
2018042722,11.6,  65.0
2018042723,11.6,  63.0
2018042800,11.6,  61.0
2018042801,11.1,  65.0
2018042802,10.6,  67.0
2018042803,10.0,  72.0
2018042804,9.6,  76.0
2018042805,10.0,  74.0
2018042806,11.2,  69.0
2018042807,13.1,  61.0
2018042808,14.2,  55.0
2018042809,17.0,  47.0
2018042810,14.1,  64.0
2018042811,14.9,  62.0
2018042812,19.3,  39.0
2018042813,20.6,  39.0
2018042814,13.7,  67.0
2018042815,13.3,  73.0
2018042816,14.7,  60.0
2018042817,14.5,  62.0
2018042818,12.9,  75.0
2018042819,12.6,  70.0
2018042820,12.6,  71.0
2018042821,11.4,  80.0
2018042822,11.6,  83.0
2018042823,11.9,  77.0
2018042900,11.9,  77.0
2018042901,12.2,  74.0
2018042902,12.2,  74.0
2018042903,12.1,  76.0
2018042904,10.6,  88.0
2018042905,10.1,  91.0
2018042906,10.9,  87.0
2018042907,11.1,  84.0
2018042908,11.0,  83.0
2018042909,11.3,  81.0
2018042910,11.3,  83.0
2018042911,12.0,  80.0
2018042912,12.1,  79.0
2018042913,12.2,  82.0
2018042914,12.4,  81.0
2018042915,13.1,  81.0
2018042916,12.5,  80.0
2018042917,13.8,  73.0
2018042918,12.8,  80.0
2018042919,13.5,  77.0
2018042920,13.1,  78.0
2018042921,12.7,  73.0
2018042922,12.0,  72.0
2018042923,11.6,  74.0
2018043000,11.4,  76.0
2018043001,12.7,  66.0
2018043002,13.0,  64.0
2018043003,13.2,  64.0
2018043004,12.6,  71.0
2018043005,12.6,  71.0
2018043006,13.5,  67.0
2018043007,14.5,  64.0
2018043008,15.4,  63.0
2018043009,16.5,  61.0
2018043010,15.5,  67.0
2018043011,16.9,  67.0
2018043012,18.1,  66.0
2018043013,13.3,  80.0
2018043014,14.7,  86.0
2018043015,13.1,  97.0
2018043016,14.0,  89.0
2018043017,14.6,  78.0
2018043018,15.0,  76.0
2018043019,13.7,  82.0
2018043020,13.4,  85.0
2018043021,13.1,  82.0
2018043022,12.5,  82.0
2018043023,12.1,  77.0
2018050100,11.5,  73.0
2018050101,11.2,  70.0
2018050102,10.9,  69.0
2018050103,10.6,  68.0
2018050104,10.9,  63.0
2018050105,11.5,  58.0
2018050106,11.9,  58.0
2018050107,12.0,  52.0
2018050108,12.2,  52.0
2018050109,11.7,  54.0
2018050110,10.6,  56.0
2018050111,10.4,  59.0
2018050112,9.8,  64.0
2018050113,9.8,  65.0
2018050114,9.4,  67.0
2018050115,9.4,  69.0
2018050116,9.7,  68.0
2018050117,9.2,  72.0
2018050118,8.2,  77.0
2018050119,8.6,  73.0
2018050120,8.7,  74.0
2018050121,8.3,  73.0
2018050122,7.7,  71.0
2018050123,6.8,  73.0
2018050200,6.8,  68.0
2018050201,6.8,  67.0
2018050202,6.9,  69.0
2018050203,5.7,  75.0
2018050204,4.7,  79.0
2018050205,5.3,  75.0
2018050206,7.4,  68.0
2018050207,9.5,  60.0
2018050208,11.0,  54.0
2018050209,12.4,  42.0
2018050210,12.7,  42.0
2018050211,14.0,  37.0
2018050212,14.6,  33.0
2018050213,15.0,  34.0
2018050214,15.5,  37.0
2018050215,15.2,  38.0
2018050216,14.8,  45.0
2018050217,14.2,  45.0
2018050218,13.5,  52.0
2018050219,13.0,  55.0
2018050220,12.2,  60.0
2018050221,11.0,  69.0
2018050222,10.6,  74.0
2018050223,10.0,  75.0
2018050300,9.4,  77.0
2018050301,9.0,  79.0
2018050302,8.8,  83.0
2018050303,8.7,  81.0
2018050304,8.7,  82.0
2018050305,8.8,  81.0
2018050306,10.9,  70.0
2018050307,10.8,  71.0
2018050308,10.2,  77.0
2018050309,10.1,  82.0
2018050310,9.6,  80.0
2018050311,9.6,  78.0
2018050312,10.1,  74.0
2018050313,10.5,  74.0
2018050314,10.4,  74.0
2018050315,11.2,  67.0
2018050316,10.5,  67.0
2018050317,11.6,  62.0
2018050318,10.9,  67.0
2018050319,9.4,  72.0
2018050320,8.7,  80.0
2018050321,8.8,  79.0
2018050322,8.1,  83.0
2018050323,7.4,  84.0
2018050400,7.7,  87.0
2018050401,7.7,  90.0
2018050402,7.5,  90.0
2018050403,6.7,  95.0
2018050404,5.6,  95.0
2018050405,6.9,  91.0
2018050406,7.9,  89.0
2018050407,8.6,  86.0
2018050408,9.3,  82.0
2018050409,9.0,  82.0
2018050410,9.4,  82.0
2018050411,9.7,  81.0
2018050412,10.3,  76.0
2018050413,10.4,  75.0
2018050414,10.3,  75.0
2018050415,10.4,  75.0
2018050416,10.6,  72.0
2018050417,10.2,  76.0
2018050418,10.4,  77.0
2018050419,9.9,  74.0
2018050420,10.0,  72.0
2018050421,8.6,  79.0
2018050422,8.2,  87.0
2018050423,7.8,  89.0
2018050500,7.3,  89.0
2018050501,6.9,  88.0
2018050502,6.2,  75.0
2018050503,6.2,  72.0
2018050504,6.5,  70.0
2018050505,7.2,  69.0
2018050506,8.9,  75.0
2018050507,9.5,  84.0
2018050508,9.6,  87.0
2018050509,10.8,  75.0
2018050510,11.1,  69.0
2018050511,11.5,  68.0
2018050512,12.5,  60.0
2018050513,12.5,  59.0
2018050514,12.8,  59.0
2018050515,12.5,  66.0
2018050516,12.5,  71.0
2018050517,12.7,  74.0
2018050518,12.3,  77.0
2018050519,12.6,  73.0
2018050520,12.4,  70.0
2018050521,11.6,  72.0
2018050522,10.7,  78.0
2018050523,10.4,  78.0
2018050600,9.2,  81.0
2018050601,9.5,  79.0
2018050602,8.9,  84.0
2018050603,8.9,  78.0
2018050604,9.0,  75.0
2018050605,10.5,  68.0
2018050606,11.0,  70.0
2018050607,12.4,  66.0
2018050608,13.2,  65.0
2018050609,13.9,  62.0
2018050610,14.9,  57.0
2018050611,15.0,  67.0
2018050612,14.5,  69.0
2018050613,14.3,  66.0
2018050614,15.0,  66.0
2018050615,14.5,  69.0
2018050616,15.7,  63.0
2018050617,13.9,  75.0
2018050618,15.1,  73.0
2018050619,17.4,  61.0
2018050620,15.8,  61.0
2018050621,14.3,  66.0
2018050622,13.7,  62.0
2018050623,12.9,  63.0
2018050700,11.8,  68.0
2018050701,11.3,  68.0
2018050702,11.8,  64.0
2018050703,11.4,  66.0
2018050704,11.2,  70.0
2018050705,11.7,  72.0
2018050706,14.0,  58.0
2018050707,16.2,  53.0
2018050708,18.2,  50.0
2018050709,20.6,  48.0
2018050710,17.8,  59.0
2018050711,17.3,  62.0
2018050712,16.0,  66.0
2018050713,16.3,  62.0
2018050714,16.1,  64.0
2018050715,15.7,  66.0
2018050716,16.2,  69.0
2018050717,16.6,  67.0
2018050718,18.5,  62.0
2018050719,18.8,  51.0
2018050720,16.3,  54.0
2018050721,15.0,  57.0
2018050722,13.4,  68.0
2018050723,13.8,  63.0
2018050800,13.5,  64.0
2018050801,13.2,  67.0
2018050802,12.4,  71.0
2018050803,11.4,  79.0
2018050804,11.5,  78.0
2018050805,12.4,  74.0
2018050806,14.9,  68.0
2018050807,16.9,  63.0
2018050808,19.4,  55.0
2018050809,18.5,  57.0
2018050810,21.8,  46.0
2018050811,23.8,  36.0
2018050812,23.9,  37.0
2018050813,24.4,  32.0
2018050814,24.7,  34.0
2018050815,23.8,  44.0
2018050816,22.6,  47.0
2018050817,21.9,  42.0
2018050818,20.3,  47.0
2018050819,18.2,  54.0
2018050820,16.6,  61.0
2018050821,15.7,  67.0
2018050822,15.0,  73.0
2018050823,14.1,  75.0
2018050900,13.4,  80.0
2018050901,13.1,  81.0
2018050902,13.1,  81.0
2018050903,12.8,  84.0
2018050904,13.1,  81.0
2018050905,14.0,  76.0
2018050906,15.9,  72.0
2018050907,18.8,  62.0
2018050908,20.9,  55.0
2018050909,19.3,  60.0
2018050910,21.4,  51.0
2018050911,25.3,  34.0
2018050912,25.7,  35.0
2018050913,26.1,  36.0
2018050914,25.9,  37.0
2018050915,24.7,  39.0
2018050916,24.6,  40.0
2018050917,22.6,  45.0
2018050918,20.8,  48.0
2018050919,18.8,  56.0
2018050920,17.1,  63.0
2018050921,16.2,  66.0
2018050922,15.4,  70.0
2018050923,14.9,  74.0
2018051000,14.2,  79.0
2018051001,14.0,  80.0
2018051002,14.3,  80.0
2018051003,14.6,  79.0
2018051004,14.6,  78.0
2018051005,15.5,  76.0
2018051006,17.6,  67.0
2018051007,18.5,  67.0
2018051008,19.4,  66.0
2018051009,19.8,  64.0
2018051010,22.6,  55.0
2018051011,23.5,  50.0
2018051012,24.6,  48.0
2018051013,25.8,  43.0
2018051014,26.4,  44.0
2018051015,26.1,  43.0
2018051016,25.6,  47.0
2018051017,13.9,  88.0
